Season,Date,Hometeam,Awayteam,Homescore,Awayscore,Status,Venue,Result,Home_Prior,Away_Prior
2024,2024-06-28T23:00:00Z,Atlético Ottawa,Forge,4,3,FINISHED,TD Place Stadium,0,14.807704264523757,37.762646945147424
2024,2024-07-01T20:00:00Z,HFX Wanderers,Cavalry,1,0,FINISHED,Wanderers Grounds,0,-13.97040552681725,33.3461674523474
2024,2024-07-05T23:00:00Z,Forge,Vancouver FC,3,3,FINISHED,Hamilton Stadium,1,37.762646945147424,-28.9545860204716
2024,2024-07-06T20:00:00Z,Inter Toronto,HFX Wanderers,2,1,FINISHED,York Lions Stadium,0,8.374167756156194,-13.97040552681725
2024,2024-07-07T17:00:00Z,Atlético Ottawa,Pacific,0,1,FINISHED,TD Place Stadium,2,14.807704264523757,-10.330696692222237
2024,2024-07-07T21:00:00Z,Valour,Cavalry,0,1,FINISHED,Princess Auto Stadium,2,-40.03161630131044,33.3461674523474
2024,2024-07-13T02:00:00Z,Vancouver FC,Atlético Ottawa,0,3,FINISHED,Willoughby Community Park at the Langley Events Centre,2,-28.9545860204716,14.807704264523757
2024,2024-07-13T20:00:00Z,Cavalry,Inter Toronto,1,2,FINISHED,ATCO Field,2,33.3461674523474,8.374167756156194
2024,2024-07-14T23:00:00Z,Forge,Pacific,2,1,FINISHED,Hamilton Stadium,0,37.762646945147424,-10.330696692222237
2024,2024-07-18T22:00:00Z,HFX Wanderers,Valour,3,1,FINISHED,Wanderers Grounds,0,-13.97040552681725,-40.03161630131044
2024,2024-07-20T22:00:00Z,Vancouver FC,Inter Toronto,1,1,FINISHED,Willoughby Community Park at the Langley Events Centre,1,-28.9545860204716,8.374167756156194
2024,2024-07-21T18:00:00Z,Atlético Ottawa,Valour,2,2,FINISHED,TD Place Stadium,1,14.807704264523757,-40.03161630131044
2024,2024-07-21T21:00:00Z,Cavalry,Forge,1,1,FINISHED,ATCO Field,1,33.3461674523474,37.762646945147424
2024,2024-07-26T23:00:00Z,Inter Toronto,Atlético Ottawa,4,1,FINISHED,York Lions Stadium,0,8.374167756156194,14.807704264523757
2024,2024-07-27T02:00:00Z,Vancouver FC,Cavalry,0,1,FINISHED,Willoughby Community Park at the Langley Events Centre,2,-28.9545860204716,33.3461674523474
2024,2024-07-27T23:00:00Z,Forge,HFX Wanderers,3,0,FINISHED,Hamilton Stadium,0,37.762646945147424,-13.97040552681725
2024,2024-07-28T21:00:00Z,Pacific,Valour,0,3,FINISHED,Starlight Stadium,2,-10.330696692222237,-40.03161630131044
2024,2024-08-03T02:00:00Z,Pacific,Inter Toronto,1,1,FINISHED,Starlight Stadium,1,-10.330696692222237,8.374167756156194
2024,2024-08-03T23:00:00Z,Atlético Ottawa,Cavalry,1,2,FINISHED,TD Place Stadium,2,14.807704264523757,33.3461674523474
2024,2024-08-04T19:00:00Z,Valour,Forge,2,1,FINISHED,Princess Auto Stadium,0,-40.03161630131044,37.762646945147424
2024,2024-08-05T19:00:00Z,HFX Wanderers,Vancouver FC,3,2,FINISHED,Wanderers Grounds,0,-13.97040552681725,-28.9545860204716
2024,2024-08-10T20:00:00Z,Cavalry,HFX Wanderers,3,2,FINISHED,ATCO Field,0,33.3461674523474,-13.97040552681725
2024,2024-08-10T23:00:00Z,Forge,Atlético Ottawa,3,0,FINISHED,Hamilton Stadium,0,37.762646945147424,14.807704264523757
2024,2024-08-11T21:15:00Z,Vancouver FC,Pacific,1,0,FINISHED,Willoughby Community Park at the Langley Events Centre,0,-28.9545860204716,-10.330696692222237
2024,2024-08-12T00:00:00Z,Valour,Inter Toronto,0,1,FINISHED,Princess Auto Stadium,2,-40.03161630131044,8.374167756156194
2024,2024-08-14T23:00:00Z,Forge,HFX Wanderers,2,0,FINISHED,Hamilton Stadium,0,37.762646945147424,-13.97040552681725
2024,2024-08-17T00:00:00Z,Inter Toronto,Cavalry,1,2,FINISHED,York Lions Stadium,2,8.374167756156194,33.3461674523474
2024,2024-08-17T22:00:00Z,Pacific,Atlético Ottawa,0,3,FINISHED,Starlight Stadium,2,-10.330696692222237,14.807704264523757
2024,2024-08-18T00:30:00Z,Valour,HFX Wanderers,2,1,FINISHED,Princess Auto Stadium,0,-40.03161630131044,-13.97040552681725
2024,2024-08-18T23:00:00Z,Vancouver FC,Forge,1,2,FINISHED,Willoughby Community Park at the Langley Events Centre,2,-28.9545860204716,37.762646945147424
2024,2024-08-24T00:00:00Z,Inter Toronto,Forge,0,0,FINISHED,York Lions Stadium,1,8.374167756156194,37.762646945147424
2024,2024-08-24T18:00:00Z,HFX Wanderers,Atlético Ottawa,1,1,FINISHED,Wanderers Grounds,1,-13.97040552681725,14.807704264523757
2024,2024-08-24T21:00:00Z,Cavalry,Pacific,1,0,FINISHED,ATCO Field,0,33.3461674523474,-10.330696692222237
2024,2024-08-25T19:00:00Z,Valour,Vancouver FC,1,2,FINISHED,Princess Auto Stadium,2,-40.03161630131044,-28.9545860204716
2024,2024-08-30T23:00:00Z,Forge,Pacific,2,0,FINISHED,Hamilton Stadium,0,37.762646945147424,-10.330696692222237
2024,2024-08-31T01:30:00Z,Cavalry,Valour,2,2,FINISHED,ATCO Field,1,33.3461674523474,-40.03161630131044
2024,2024-08-31T23:00:00Z,Atlético Ottawa,Vancouver FC,1,0,FINISHED,TD Place Stadium,0,14.807704264523757,-28.9545860204716
2024,2024-09-02T19:00:00Z,HFX Wanderers,Inter Toronto,2,1,FINISHED,Wanderers Grounds,0,-13.97040552681725,8.374167756156194
2024,2024-09-07T02:00:00Z,Vancouver FC,Inter Toronto,0,1,FINISHED,Willoughby Community Park at the Langley Events Centre,2,-28.9545860204716,8.374167756156194
2024,2024-09-07T23:00:00Z,Forge,Cavalry,2,1,FINISHED,Hamilton Stadium,0,37.762646945147424,33.3461674523474
2024,2024-09-08T02:00:00Z,Pacific,HFX Wanderers,3,0,FINISHED,Starlight Stadium,0,-10.330696692222237,-13.97040552681725
2024,2024-09-10T00:00:00Z,Valour,Atlético Ottawa,1,1,FINISHED,Princess Auto Stadium,1,-40.03161630131044,14.807704264523757
2024,2024-09-14T00:00:00Z,Inter Toronto,Valour,1,1,FINISHED,York Lions Stadium,1,8.374167756156194,-40.03161630131044
2024,2024-09-14T18:00:00Z,HFX Wanderers,Forge,3,0,FINISHED,Wanderers Grounds,0,-13.97040552681725,37.762646945147424
2024,2024-09-14T21:00:00Z,Pacific,Vancouver FC,3,0,FINISHED,Starlight Stadium,0,-10.330696692222237,-28.9545860204716
2024,2024-09-15T21:00:00Z,Cavalry,Atlético Ottawa,2,2,FINISHED,ATCO Field,1,33.3461674523474,14.807704264523757
2024,2024-09-18T22:00:00Z,HFX Wanderers,Pacific,2,2,FINISHED,Wanderers Grounds,1,-13.97040552681725,-10.330696692222237
2024,2024-09-21T00:00:00Z,Inter Toronto,Cavalry,0,2,FINISHED,York Lions Stadium,2,8.374167756156194,33.3461674523474
2024,2024-09-21T19:00:00Z,Valour,HFX Wanderers,1,1,FINISHED,Princess Auto Stadium,1,-40.03161630131044,-13.97040552681725
2024,2024-09-21T22:00:00Z,Vancouver FC,Forge,1,3,FINISHED,Willoughby Community Park at the Langley Events Centre,2,-28.9545860204716,37.762646945147424
2024,2024-09-22T18:00:00Z,Atlético Ottawa,Pacific,1,1,FINISHED,TD Place Stadium,1,14.807704264523757,-10.330696692222237
2024,2024-09-28T20:00:00Z,Forge,Inter Toronto,2,0,FINISHED,Hamilton Stadium,0,37.762646945147424,8.374167756156194
2024,2024-09-28T23:00:00Z,Cavalry,Vancouver FC,0,0,FINISHED,ATCO Field,1,33.3461674523474,-28.9545860204716
2024,2024-09-29T18:00:00Z,Atlético Ottawa,HFX Wanderers,1,1,FINISHED,TD Place Stadium,1,14.807704264523757,-13.97040552681725
2024,2024-10-01T00:00:00Z,Valour,Pacific,1,0,FINISHED,Princess Auto Stadium,0,-40.03161630131044,-10.330696692222237
2024,2024-10-05T18:00:00Z,HFX Wanderers,Vancouver FC,1,1,FINISHED,Wanderers Grounds,1,-13.97040552681725,-28.9545860204716
2024,2024-10-05T21:00:00Z,Pacific,Cavalry,1,4,FINISHED,Starlight Stadium,2,-10.330696692222237,33.3461674523474
2024,2024-10-06T18:00:00Z,Valour,Forge,0,1,FINISHED,Princess Auto Stadium,2,-40.03161630131044,37.762646945147424
2024,2024-10-06T21:00:00Z,Inter Toronto,Atlético Ottawa,1,0,FINISHED,York Lions Stadium,0,8.374167756156194,14.807704264523757
2024,2024-10-11T00:00:00Z,Inter Toronto,Pacific,1,2,FINISHED,York Lions Stadium,2,8.374167756156194,-10.330696692222237
2024,2024-10-12T20:00:00Z,Forge,Atlético Ottawa,0,2,FINISHED,Hamilton Stadium,2,37.762646945147424,14.807704264523757
2024,2024-10-12T23:00:00Z,Cavalry,HFX Wanderers,2,1,FINISHED,ATCO Field,0,33.3461674523474,-13.97040552681725
2024,2024-10-13T21:00:00Z,Vancouver FC,Valour,1,1,FINISHED,Willoughby Community Park at the Langley Events Centre,1,-28.9545860204716,-40.03161630131044
2024,2024-10-19T20:00:00Z,Pacific,Forge,1,0,FINISHED,Starlight Stadium,0,-10.330696692222237,37.762646945147424
2024,2024-10-19T20:00:00Z,Valour,Cavalry,1,2,FINISHED,Princess Auto Stadium,2,-40.03161630131044,33.3461674523474
2024,2024-10-19T20:00:00Z,Atlético Ottawa,Vancouver FC,0,0,FINISHED,TD Place Stadium,1,14.807704264523757,-28.9545860204716
2024,2024-10-19T20:00:00Z,HFX Wanderers,Inter Toronto,2,1,FINISHED,Wanderers Grounds,0,-13.97040552681725,8.374167756156194
2024,2024-10-23T23:30:00Z,Inter Toronto,Pacific,2,0,FINISHED,York Lions Stadium,0,8.374167756156194,-10.330696692222237
2024,2024-10-27T17:00:00Z,Atlético Ottawa,Inter Toronto,2,2,FINISHED,TD Place Stadium,1,14.807704264523757,8.374167756156194
2024,2024-10-27T20:15:00Z,Forge,Cavalry,0,1,FINISHED,Hamilton Stadium,2,37.762646945147424,33.3461674523474
2024,2024-11-02T20:00:00Z,Forge,Atlético Ottawa,1,0,FINISHED,Hamilton Stadium,0,37.762646945147424,14.807704264523757
2024,2024-11-09T20:00:00Z,Cavalry,Forge,2,1,FINISHED,ATCO Field,0,33.3461674523474,37.762646945147424
2025,2025-04-05T18:00:00Z,Atlético Ottawa,HFX Wanderers,2,2,FINISHED,TD Place Stadium,1,25.18231176477641,16.174590888071183
2025,2025-04-05T21:30:00Z,Forge,Cavalry,1,0,FINISHED,Hamilton Stadium,0,22.820850209487915,29.425375183142567
2025,2025-04-06T00:00:00Z,Pacific,Valour,2,0,FINISHED,Starlight Stadium,0,-34.52318770974455,-30.331370585453534
2025,2025-04-06T23:00:00Z,Vancouver FC,Inter Toronto,0,2,FINISHED,Willoughby Community Park at the Langley Events Centre,2,-34.795465214125855,6.724937107648049
2025,2025-04-12T21:00:00Z,Pacific,Forge,0,2,FINISHED,Starlight Stadium,2,-34.52318770974455,22.820850209487915
2025,2025-04-13T19:00:00Z,Inter Toronto,HFX Wanderers,1,2,FINISHED,York Lions Stadium,2,6.724937107648049,16.174590888071183
2025,2025-04-13T22:00:00Z,Vancouver FC,Atlético Ottawa,1,4,FINISHED,Willoughby Community Park at the Langley Events Centre,2,-34.795465214125855,25.18231176477641
2025,2025-04-18T23:00:00Z,Cavalry,Vancouver FC,1,1,FINISHED,ATCO Field,1,29.425375183142567,-34.795465214125855
2025,2025-04-19T17:00:00Z,Atlético Ottawa,Inter Toronto,3,2,FINISHED,TD Place Stadium,0,25.18231176477641,6.724937107648049
2025,2025-04-19T19:30:00Z,HFX Wanderers,Pacific,3,1,FINISHED,Wanderers Grounds,0,16.174590888071183,-34.52318770974455
2025,2025-04-19T22:00:00Z,Forge,Valour,1,1,FINISHED,Hamilton Stadium,1,22.820850209487915,-30.331370585453534
2025,2025-04-26T00:00:00Z,Valour,HFX Wanderers,0,1,FINISHED,Princess Auto Stadium,2,-30.331370585453534,16.174590888071183
2025,2025-04-26T21:00:00Z,Cavalry,Atlético Ottawa,1,3,FINISHED,ATCO Field,2,29.425375183142567,25.18231176477641
2025,2025-04-27T00:00:00Z,Vancouver FC,Pacific,1,1,FINISHED,Willoughby Community Park at the Langley Events Centre,1,-34.795465214125855,-34.52318770974455
2025,2025-04-27T18:00:00Z,Inter Toronto,Forge,2,2,FINISHED,York Lions Stadium,1,6.724937107648049,22.820850209487915
2025,2025-05-03T00:00:00Z,Inter Toronto,Cavalry,1,2,FINISHED,York Lions Stadium,2,6.724937107648049,29.425375183142567
2025,2025-05-03T17:00:00Z,Atlético Ottawa,Pacific,3,1,FINISHED,TD Place Stadium,0,25.18231176477641,-34.52318770974455
2025,2025-05-03T20:00:00Z,HFX Wanderers,Forge,0,0,FINISHED,Wanderers Grounds,1,16.174590888071183,22.820850209487915
2025,2025-05-03T23:00:00Z,Valour,Vancouver FC,1,3,FINISHED,Princess Auto Stadium,2,-30.331370585453534,-34.795465214125855
2025,2025-05-10T18:00:00Z,Atlético Ottawa,Valour,5,2,FINISHED,TD Place Stadium,0,25.18231176477641,-30.331370585453534
2025,2025-05-10T21:30:00Z,HFX Wanderers,Cavalry,0,3,FINISHED,Wanderers Grounds,2,16.174590888071183,29.425375183142567
2025,2025-05-11T00:00:00Z,Pacific,Inter Toronto,2,1,FINISHED,Starlight Stadium,0,-34.52318770974455,6.724937107648049
2025,2025-05-13T15:00:00Z,Forge,Atlético Ottawa,2,2,FINISHED,Hamilton Stadium,1,22.820850209487915,25.18231176477641
2025,2025-05-17T00:00:00Z,Valour,Inter Toronto,2,1,FINISHED,Princess Auto Stadium,0,-30.331370585453534,6.724937107648049
2025,2025-05-17T21:30:00Z,Cavalry,Pacific,4,0,FINISHED,ATCO Field,0,29.425375183142567,-34.52318770974455
2025,2025-05-18T00:00:00Z,Vancouver FC,HFX Wanderers,0,2,FINISHED,Willoughby Community Park at the Langley Events Centre,2,-34.795465214125855,16.174590888071183
2025,2025-05-24T18:00:00Z,HFX Wanderers,Atlético Ottawa,2,0,FINISHED,Wanderers Grounds,0,16.174590888071183,25.18231176477641
2025,2025-05-24T21:00:00Z,Pacific,Forge,0,1,FINISHED,Starlight Stadium,2,-34.52318770974455,22.820850209487915
2025,2025-05-25T18:00:00Z,Inter Toronto,Vancouver FC,1,0,FINISHED,York Lions Stadium,0,6.724937107648049,-34.795465214125855
2025,2025-05-25T21:00:00Z,Cavalry,Valour,4,0,FINISHED,ATCO Field,0,29.425375183142567,-30.331370585453534
2025,2025-05-31T02:00:00Z,Vancouver FC,Atlético Ottawa,2,2,FINISHED,Willoughby Community Park at the Langley Events Centre,1,-34.795465214125855,25.18231176477641
2025,2025-05-31T21:00:00Z,Forge,Cavalry,1,1,FINISHED,Hamilton Stadium,1,22.820850209487915,29.425375183142567
2025,2025-05-31T23:00:00Z,Inter Toronto,HFX Wanderers,2,0,FINISHED,Telus Stadium at Laval University,0,6.724937107648049,16.174590888071183
2025,2025-06-01T22:00:00Z,Valour,Pacific,0,0,FINISHED,Princess Auto Stadium,1,-30.331370585453534,-34.52318770974455
2025,2025-06-04T16:25:00Z,Valour,Vancouver FC,3,1,FINISHED,Princess Auto Stadium,0,-30.331370585453534,-34.795465214125855
2025,2025-06-07T22:00:00Z,Pacific,Atlético Ottawa,0,1,FINISHED,Starlight Stadium,2,-34.52318770974455,25.18231176477641
2025,2025-06-08T19:30:00Z,Forge,HFX Wanderers,2,1,FINISHED,Hamilton Stadium,0,22.820850209487915,16.174590888071183
2025,2025-06-08T22:00:00Z,Cavalry,Inter Toronto,2,1,FINISHED,ATCO Field,0,29.425375183142567,6.724937107648049
2025,2025-06-14T19:00:00Z,HFX Wanderers,Cavalry,1,1,FINISHED,Wanderers Grounds,1,16.174590888071183,29.425375183142567
2025,2025-06-14T22:00:00Z,Pacific,Inter Toronto,1,3,FINISHED,Starlight Stadium,2,-34.52318770974455,6.724937107648049
2025,2025-06-15T20:00:00Z,Vancouver FC,Forge,0,2,FINISHED,Willoughby Community Park at the Langley Events Centre,2,-34.795465214125855,22.820850209487915
2025,2025-06-15T23:00:00Z,Atlético Ottawa,Valour,3,0,FINISHED,TD Place Stadium,0,25.18231176477641,-30.331370585453534
2025,2025-06-21T18:00:00Z,HFX Wanderers,Vancouver FC,1,0,FINISHED,Wanderers Grounds,0,16.174590888071183,-34.795465214125855
2025,2025-06-22T17:00:00Z,Inter Toronto,Atlético Ottawa,0,0,FINISHED,York Lions Stadium,1,6.724937107648049,25.18231176477641
2025,2025-06-22T21:13:00Z,Valour,Forge,0,5,FINISHED,Princess Auto Stadium,2,-30.331370585453534,22.820850209487915
2025,2025-06-22T23:00:00Z,Cavalry,Pacific,1,0,FINISHED,ATCO Field,0,29.425375183142567,-34.52318770974455
2025,2025-06-28T02:00:00Z,Pacific,Vancouver FC,4,4,FINISHED,Starlight Stadium,1,-34.52318770974455,-34.795465214125855
2025,2025-06-28T22:00:00Z,Cavalry,Atlético Ottawa,0,2,FINISHED,ATCO Field,2,29.425375183142567,25.18231176477641
2025,2025-06-29T20:00:00Z,Forge,Inter Toronto,2,2,FINISHED,Hamilton Stadium,1,22.820850209487915,6.724937107648049
2025,2025-07-01T19:00:00Z,HFX Wanderers,Valour,3,1,FINISHED,Wanderers Grounds,0,16.174590888071183,-30.331370585453534
2025,2025-07-05T21:00:00Z,Forge,Vancouver FC,2,1,FINISHED,Hamilton Stadium,0,22.820850209487915,-34.795465214125855
2025,2025-07-12T19:00:00Z,Atlético Ottawa,Forge,1,1,FINISHED,TD Place Stadium,1,25.18231176477641,22.820850209487915
2025,2025-07-12T22:00:00Z,Pacific,HFX Wanderers,3,2,FINISHED,Starlight Stadium,0,-34.52318770974455,16.174590888071183
2025,2025-07-13T22:00:00Z,Inter Toronto,Valour,3,2,FINISHED,York Lions Stadium,0,6.724937107648049,-30.331370585453534
2025,2025-07-14T01:00:00Z,Vancouver FC,Cavalry,0,0,FINISHED,Willoughby Community Park at the Langley Events Centre,1,-34.795465214125855,29.425375183142567
2025,2025-07-18T23:00:00Z,Forge,Pacific,2,0,FINISHED,Hamilton Stadium,0,22.820850209487915,-34.52318770974455
2025,2025-07-18T23:00:00Z,Atlético Ottawa,HFX Wanderers,2,0,FINISHED,TD Place Stadium,0,25.18231176477641,16.174590888071183
2025,2025-07-19T20:00:00Z,Inter Toronto,Vancouver FC,4,0,FINISHED,York Lions Stadium,0,6.724937107648049,-34.795465214125855
2025,2025-07-20T19:00:00Z,Valour,Cavalry,1,2,FINISHED,Princess Auto Stadium,2,-30.331370585453534,29.425375183142567
2025,2025-07-25T22:00:00Z,HFX Wanderers,Forge,1,2,FINISHED,Wanderers Grounds,2,16.174590888071183,22.820850209487915
2025,2025-07-26T02:00:00Z,Vancouver FC,Valour,1,3,FINISHED,Willoughby Community Park at the Langley Events Centre,2,-34.795465214125855,-30.331370585453534
2025,2025-07-26T21:00:00Z,Cavalry,Inter Toronto,0,1,FINISHED,ATCO Field,2,29.425375183142567,6.724937107648049
2025,2025-07-27T00:00:00Z,Pacific,Atlético Ottawa,0,2,FINISHED,Starlight Stadium,2,-34.52318770974455,25.18231176477641
2025,2025-07-30T00:00:00Z,Valour,Cavalry,2,1,FINISHED,Princess Auto Stadium,0,-30.331370585453534,29.425375183142567
2025,2025-08-02T23:00:00Z,Forge,Valour,5,0,FINISHED,Hamilton Stadium,0,22.820850209487915,-30.331370585453534
2025,2025-08-03T20:00:00Z,Atlético Ottawa,Inter Toronto,0,0,FINISHED,TD Place Stadium,1,25.18231176477641,6.724937107648049
2025,2025-08-04T19:00:00Z,HFX Wanderers,Vancouver FC,1,2,FINISHED,Wanderers Grounds,2,16.174590888071183,-34.795465214125855
2025,2025-08-04T22:00:00Z,Pacific,Cavalry,1,0,FINISHED,Starlight Stadium,0,-34.52318770974455,29.425375183142567
2025,2025-08-09T17:00:00Z,Inter Toronto,Forge,1,2,FINISHED,York Lions Stadium,2,6.724937107648049,22.820850209487915
2025,2025-08-09T21:00:00Z,Cavalry,HFX Wanderers,0,0,FINISHED,ATCO Field,1,29.425375183142567,16.174590888071183
2025,2025-08-10T19:00:00Z,Valour,Atlético Ottawa,1,2,FINISHED,Princess Auto Stadium,2,-30.331370585453534,25.18231176477641
2025,2025-08-10T22:00:00Z,Vancouver FC,Pacific,2,3,FINISHED,Willoughby Community Park at the Langley Events Centre,2,-34.795465214125855,-34.52318770974455
2025,2025-08-16T22:00:00Z,Pacific,HFX Wanderers,2,2,FINISHED,Starlight Stadium,1,-34.52318770974455,16.174590888071183
2025,2025-08-17T17:30:00Z,Valour,Inter Toronto,0,0,FINISHED,Princess Auto Stadium,1,-30.331370585453534,6.724937107648049
2025,2025-08-17T20:00:00Z,Forge,Atlético Ottawa,2,0,FINISHED,Hamilton Stadium,0,22.820850209487915,25.18231176477641
2025,2025-08-17T23:00:00Z,Cavalry,Vancouver FC,5,4,FINISHED,ATCO Field,0,29.425375183142567,-34.795465214125855
2025,2025-08-22T22:00:00Z,HFX Wanderers,Valour,4,1,FINISHED,Wanderers Grounds,0,16.174590888071183,-30.331370585453534
2025,2025-08-23T02:00:00Z,Vancouver FC,Forge,0,1,FINISHED,Willoughby Community Park at the Langley Events Centre,2,-34.795465214125855,22.820850209487915
2025,2025-08-23T23:00:00Z,Atlético Ottawa,Cavalry,2,2,FINISHED,TD Place Stadium,1,25.18231176477641,29.425375183142567
2025,2025-08-24T20:00:00Z,Inter Toronto,Pacific,5,1,FINISHED,York Lions Stadium,0,6.724937107648049,-34.52318770974455
2025,2025-08-30T20:00:00Z,Cavalry,Forge,4,1,FINISHED,ATCO Field,0,29.425375183142567,22.820850209487915
2025,2025-08-30T23:00:00Z,Atlético Ottawa,Vancouver FC,3,1,FINISHED,TD Place Stadium,0,25.18231176477641,-34.795465214125855
2025,2025-08-31T19:00:00Z,Valour,Pacific,1,1,FINISHED,Princess Auto Stadium,1,-30.331370585453534,-34.52318770974455
2025,2025-09-01T19:00:00Z,HFX Wanderers,Inter Toronto,4,0,FINISHED,Wanderers Grounds,0,16.174590888071183,6.724937107648049
2025,2025-09-05T23:30:00Z,Inter Toronto,Cavalry,3,1,FINISHED,York Lions Stadium,0,6.724937107648049,29.425375183142567
2025,2025-09-06T02:30:00Z,Vancouver FC,Valour,2,5,FINISHED,Willoughby Community Park at the Langley Events Centre,2,-34.795465214125855,-30.331370585453534
2025,2025-09-06T20:00:00Z,Forge,HFX Wanderers,1,0,FINISHED,Hamilton Stadium,0,22.820850209487915,16.174590888071183
2025,2025-09-06T23:00:00Z,Atlético Ottawa,Pacific,2,0,FINISHED,TD Place Stadium,0,25.18231176477641,-34.52318770974455
2025,2025-09-12T00:00:00Z,Valour,Forge,2,1,FINISHED,Princess Auto Stadium,0,-30.331370585453534,22.820850209487915
2025,2025-09-13T20:00:00Z,Cavalry,HFX Wanderers,3,1,FINISHED,ATCO Field,0,29.425375183142567,16.174590888071183
2025,2025-09-13T23:00:00Z,Pacific,Vancouver FC,1,1,FINISHED,Royal Athletic Park,1,-34.52318770974455,-34.795465214125855
2025,2025-09-14T18:00:00Z,Inter Toronto,Atlético Ottawa,2,2,FINISHED,York Lions Stadium,1,6.724937107648049,25.18231176477641
2025,2025-09-20T19:00:00Z,HFX Wanderers,Pacific,3,0,FINISHED,Wanderers Grounds,0,16.174590888071183,-34.52318770974455
2025,2025-09-20T22:00:00Z,Cavalry,Valour,3,0,FINISHED,ATCO Field,0,29.425375183142567,-30.331370585453534
2025,2025-09-21T19:00:00Z,Atlético Ottawa,Forge,1,1,FINISHED,TD Place Stadium,1,25.18231176477641,22.820850209487915
2025,2025-09-21T22:00:00Z,Vancouver FC,Inter Toronto,2,1,FINISHED,Willoughby Community Park at the Langley Events Centre,0,-34.795465214125855,6.724937107648049
2025,2025-09-27T17:00:00Z,Atlético Ottawa,Cavalry,3,0,FINISHED,TD Place Stadium,0,25.18231176477641,29.425375183142567
2025,2025-09-27T20:00:00Z,Forge,Pacific,4,0,FINISHED,Hamilton Stadium,0,22.820850209487915,-34.52318770974455
2025,2025-09-28T19:00:00Z,Inter Toronto,Valour,1,0,FINISHED,York Lions Stadium,0,6.724937107648049,-30.331370585453534
2025,2025-09-28T22:00:00Z,Vancouver FC,HFX Wanderers,3,1,FINISHED,Willoughby Community Park at the Langley Events Centre,0,-34.795465214125855,16.174590888071183
2025,2025-10-04T18:00:00Z,HFX Wanderers,Inter Toronto,1,1,FINISHED,Wanderers Grounds,1,16.174590888071183,6.724937107648049
2025,2025-10-04T20:30:00Z,Forge,Vancouver FC,1,1,FINISHED,Hamilton Stadium,1,22.820850209487915,-34.795465214125855
2025,2025-10-05T19:00:00Z,Valour,Atlético Ottawa,3,3,FINISHED,Princess Auto Stadium,1,-30.331370585453534,25.18231176477641
2025,2025-10-05T22:00:00Z,Pacific,Cavalry,3,3,FINISHED,Starlight Stadium,1,-34.52318770974455,29.425375183142567
2025,2025-10-09T23:30:00Z,Inter Toronto,Pacific,2,2,FINISHED,York Lions Stadium,1,6.724937107648049,-34.52318770974455
2025,2025-10-11T01:30:00Z,Cavalry,Forge,1,1,FINISHED,ATCO Field,1,29.425375183142567,22.820850209487915
2025,2025-10-11T19:00:00Z,Valour,HFX Wanderers,0,3,FINISHED,Princess Auto Stadium,2,-30.331370585453534,16.174590888071183
2025,2025-10-12T19:00:00Z,Atlético Ottawa,Vancouver FC,0,0,FINISHED,TD Place Stadium,1,25.18231176477641,-34.795465214125855
2025,2025-10-18T20:00:00Z,Pacific,Valour,1,4,FINISHED,Starlight Stadium,2,-34.52318770974455,-30.331370585453534
2025,2025-10-18T20:00:00Z,Vancouver FC,Cavalry,2,2,FINISHED,Willoughby Community Park at the Langley Events Centre,1,-34.795465214125855,29.425375183142567
2025,2025-10-18T20:00:00Z,Forge,Inter Toronto,3,0,FINISHED,Hamilton Stadium,0,22.820850209487915,6.724937107648049
2025,2025-10-18T20:00:00Z,HFX Wanderers,Atlético Ottawa,0,1,FINISHED,Wanderers Grounds,2,16.174590888071183,25.18231176477641
2025,2025-10-22T22:30:00Z,HFX Wanderers,Inter Toronto,2,2,FINISHED,Wanderers Grounds,1,16.174590888071183,6.724937107648049
2025,2025-10-26T18:00:00Z,Forge,Atlético Ottawa,1,2,FINISHED,Hamilton Stadium,2,22.820850209487915,25.18231176477641
2025,2025-10-26T22:00:00Z,Cavalry,Inter Toronto,4,1,FINISHED,ATCO Field,0,29.425375183142567,6.724937107648049
2025,2025-11-02T21:00:00Z,Forge,Cavalry,0,1,FINISHED,Hamilton Stadium,2,22.820850209487915,29.425375183142567
2025,2025-11-09T22:20:00Z,Atlético Ottawa,Cavalry,2,1,FINISHED,TD Place Stadium,0,25.18231176477641,29.425375183142567
2022,2022-04-07T23:30:00Z,Inter Toronto,HFX Wanderers,0,1,FINISHED,York Lions Stadium,0,-18.65030609587324,-6.212942346816782
2022,2022-04-09T19:00:00Z,Atlético Ottawa,Cavalry,1,0,FINISHED,TD Place Stadium,2,22.3002213653662,-3.3060322952750765
2022,2022-04-10T20:00:00Z,Edmonton,Valour,1,1,FINISHED,Clarke Field,1,-8.092312512876008,-48.740166522180374
2022,2022-04-10T23:00:00Z,Pacific,Forge,2,1,FINISHED,Starlight Stadium,2,58.056646379829616,7.804509356352445
2022,2022-04-16T01:00:00Z,Edmonton,Inter Toronto,1,1,FINISHED,Clarke Field,1,-6.212942346816782,-48.740166522180374
2022,2022-04-16T17:00:00Z,Atlético Ottawa,HFX Wanderers,1,0,FINISHED,TD Place Stadium,2,-18.65030609587324,-3.3060322952750765
2022,2022-04-16T20:00:00Z,Forge,Cavalry,2,2,FINISHED,Hamilton Stadium,1,22.3002213653662,58.056646379829616
