playerName,TotalMinutes,SeasonsPlayed,CareerAttack,CareerDefense,CareerTotal
Bruno Figueiredo,1546,1,10.314821639625848,1.6119726156096015,11.515154120730768
Alberto Soto,1584,1,9.369166972532284,1.9636423371897784,11.36224415061822
R. del Campo,2875,2,11.663315921027138,0.06016572406952939,10.978307978558306
Gabriel Antinoro,3906,3,9.845192190619548,1.1991145273565718,10.527564233880573
D. Parra,2124,1,6.218247841233576,3.1731752265355566,10.43051872390728
O. Browne,555,1,8.588241591993972,-1.4492723744815743,10.283033098250806
J. Escalante,5940,3,12.253967011567235,0.8412481783831617,9.987913602397908
M. Petrasso,1518,1,9.698248805625951,0.3812510390972525,9.83977735902524
F. Acuña,531,1,11.80783094715876,-0.0853105157644984,9.259937248841648
N. Mezquida,1116,1,9.74602705463306,-0.4011789265285108,9.123612635006
N. Ampomah,2354,2,6.869478345925567,1.4076740569407824,8.917528057659501
J. Faria,2998,2,10.002570120338126,-0.18879821926050966,8.775955864767655
B. Badibanga,2909,2,8.57399323160641,0.35224824020139844,8.765856056702543
I. Johnston,2460,1,6.552927610858832,3.5570126852968817,8.711072519372385
J. Córdova,1856,1,9.003268684902089,0.8753866378521561,8.6595670399199
D. Malonga,1961,1,10.575504186355737,-1.4601890752891962,8.613855991152326
M. Anchor,810,1,-0.2458817651524129,9.419446000467326,8.535193975447621
Miguel Acosta,6955,3,2.9042901186176566,5.989615758380068,8.127575089523694
Diogo Ressurreição,3383,2,8.526385278263412,-0.6328286224886592,8.1059143738131
M. Carducci,15930,7,3.6638120665778158,5.241325765503543,8.004979493069193
D. Klomp,10906,5,6.468462963323243,1.5625656070972413,7.994775603215531
T. Coimbra,3057,3,6.929971293912038,0.29116205698171155,7.950239146014605
Mo Babouli,7913,6,7.319097981593158,0.11659429735967347,7.926753481633899
A. Sellouf,2925,2,9.393068486500965,-0.8096207780556943,7.89551447206226
M. Ferrari,4380,2,8.667737411674047,2.0249483157970687,7.811971685078491
J. Viscosi,3186,2,-0.5631148016455543,9.118056505443311,7.719788309739392
L. Callegari,6959,3,4.1921547897251115,3.7564937103379985,7.674462961452063
W. Pacius,4441,3,8.443730230344803,-0.2650173139203863,7.518420971309296
H. Massunda,1652,1,7.487005493979076,0.5502518221425114,7.457197171538388
G. Probo,2293,2,10.1362433300945,-0.5676980931867672,7.406102576583117
B. Wright,7988,5,7.927189935820247,-0.18363600933240215,7.1415827760366355
H. Mbongue,900,1,7.526157314963563,-0.53920438165159,7.125725384096915
S. Hundal,5033,3,7.333457901703519,0.3576033447433389,7.093872444389023
B. Levis,3440,3,4.237297751945417,3.5087657460003254,7.072548830182711
M. Village,1440,1,0.0083334522461561,7.388267171288916,6.996293016161012
A. González,4147,3,8.654601101980974,0.251109433130255,6.955236313616636
M. Cantave,3618,3,7.9145047665718415,0.30199285449697977,6.954026896978277
Rafael Galhardo,1374,1,8.6960351017806,-0.5736207439246821,6.949426180294195
Adam Najem,1211,1,4.6295753331699565,1.4896005111263133,6.946117817809989
T. Campbell,9534,6,7.216192449920376,0.2124025508034563,6.754600539130863
A. Ndom,2472,2,6.1543541749509085,1.2270454870013079,6.733773021792597
M. James,2514,1,6.536960039103744,1.6572079750924649,6.6683199281063965
P. Niyongabire,1823,1,4.382080284045199,2.5915545624257104,6.635920190502198
Álvaro Rivero,1313,1,5.1082044470998325,-0.1976362717203546,6.586275143167539
J. Castro,2124,1,7.033320216542164,-0.0782753320437296,6.516499314158472
F. Aird,8677,5,7.366563626104532,0.8549613894590891,6.488010115967429
Z. Verhoven,3593,3,5.882668304342696,1.6196246823484584,6.238853250822009
D. Choinière,9266,7,6.2559155367355395,0.4764816460949696,6.102414727421752
Gabriel Bitar,6559,4,5.504950806078545,1.115013344693968,6.073575845241861
Víctor Blasco,2785,3,4.773510082563087,1.3635281573915763,5.86926997258369
C. Elva,725,1,6.3512595808676675,-0.0499743231341478,5.847040317995129
A. Đidić,11013,5,6.6646010707570005,0.14996624044907203,5.8341770203524685
O. Diouck,1977,1,3.9617201299493847,2.190139763959216,5.815114044473304
J. Mason,3371,3,5.828334404061991,-0.12335230628273944,5.786255176625001
W. Akio,2543,2,6.189984365520458,0.10707340300886134,5.767561733192276
A. Ricci,3674,3,3.4840829097834525,0.5357176004777404,5.537843078395441
C. N'Sa,6732,4,4.16887329919516,4.755294721629176,5.527753862234681
R. Yesli,6415,4,1.48379437943563,5.32532496576049,5.505643402661639
R. Rama,6496,3,2.5974415241526474,5.367462782119317,5.416055726717048
A. Díaz,7848,5,6.058553652037704,-0.20847349322388853,5.341097731157886
M. de Brienne,4844,3,4.753010582706201,2.7020306812079946,5.3298726062969735
Viti Martínez,1540,2,2.1163509778400784,0.27874324910030746,5.313028832781936
K. Alemán,2945,3,5.437806134326233,0.40820540294685476,5.214524565642749
A. Vaikla,1844,1,-0.1232813714721805,5.5970593242959605,5.206396074303274
S. Melvin,2859,3,0.04787709570247644,5.260372804034498,5.148767654475725
S. Yeates,5443,3,4.5730202579442585,0.7531857147384415,5.053381077739711
E. Ongaro,4824,4,5.853060952562163,-0.2728069020687284,5.05213766616122
K. Dada-Luke,9253,5,0.6051253210527329,3.492748232304836,5.018183223750844
K. Yao,2275,1,2.3508862234353267,2.1679621742957154,4.924276954254327
J. Gagnon-Laparé,6232,4,2.465934619647138,1.5743833373061058,4.842948488352727
D. Krutzen,5127,3,3.7358313851137703,0.5553044460013623,4.731928618927564
D. Urtiaga,2095,1,-0.1132602680406431,5.764271847179143,4.715271790955105
A. Pearlman,2364,1,5.108591283811856,3.803292625854206,4.6840064051033945
K. Chung,9840,6,1.0005147702647466,3.4757958383107574,4.6214268491911525
V. Fry,4443,3,3.1363530165259483,1.442646681779478,4.584939882693227
J. Cameron,2650,2,-1.21777504053321,4.752938646459704,4.531180064814417
M. Arguiñarena,1534,1,0.7677802749562503,2.647859519785643,4.5071537415951335
Z. Fernandez,7182,4,4.618914018380353,3.411759414821901,4.485550290222375
J. Waterman,1719,1,3.627175263373287,-0.3336994973994763,4.477606805525113
R. Gattas,1958,1,5.120990728061859,-0.0486431503743381,4.468994637994996
N. Pasquotti,2480,2,3.2513792195279447,1.3641682989125692,4.402463749769033
W. Ponce,2196,2,1.3024593514168976,1.372661025430093,4.374160395762416
J. Williams,1028,1,-0.0931138741919051,2.2911695989837217,4.370479134082095
A. Reid,3403,3,4.184356894385767,0.6098458901752133,4.332249143083612
R. Moore,1072,1,1.2984094939819997,0.3627181474292344,4.313289558053956
A. Tîrcoveanu,856,1,4.96466440522447,-0.4984920596916916,4.272017308087278
M. Doner,4656,3,4.44347465235921,0.7555975042859108,4.271366770922472
Roberto Alarcón,5071,4,0.9458690712631187,3.4109431047080263,4.265171203265664
N. Ingham,14017,7,0.800397380465753,3.6173853689032915,4.184753880809409
D. Murasiranwa,675,1,0.084320621918922,3.8350532686187484,4.145197169531361
D. Zator,7967,4,2.7586187460913907,0.9092346974023333,4.1264920676289485
A. Daniels,5744,4,3.5649553040054043,0.4167812156352838,4.125015718006558
J. Di Chiara,4684,4,3.4928689868721956,0.7172478910821799,4.1093890090851914
E. Himaras,1689,2,-0.12462353635305645,2.223567147895178,4.104448067655505
K. Egwu,1724,1,0.9382732965234748,3.940673908263859,4.103588478627857
L. Wright,1334,1,3.558107805843397,1.0898126122105714,4.088302808297409
M. Temguia,4289,3,0.22052031508899264,3.332045132611192,4.031204703133575
Q. Roberts,720,1,0.0067308652757415,3.98571197157427,4.008486290180772
L. Béland-Goyette,2420,2,1.4239215567497479,2.2936337702234573,3.912363698259949
A. Sissoko,9597,5,4.023692184598198,0.5659909575314246,3.89050015954423
B. Maan,540,1,-0.0162497180586978,3.7537004401108343,3.755717127780293
J. Swibel,2015,1,3.650143519458402,0.6994825955615542,3.6585659086253437
B. Bissainthe,1784,1,1.426973310469443,3.1328229890896018,3.582173119811066
Dani Morer,1316,1,4.8726145148669895,0.8186164949469756,3.5232469467658576
K. Awuah,4994,3,3.9484229589823467,2.8180875126006586,3.5202106579268353
S. Karlsson Adjei,1422,1,4.392311947988253,-0.448111971853794,3.5200737842961054
M. Jevremović,2097,1,3.6882674099238097,0.6345609829492026,3.5123017909391123
R. Telfer,7870,5,2.720190693261956,0.5515049109883988,3.4886060831444046
D. Norman,6291,5,1.5802858496644197,1.7393135824729944,3.435024921270565
J. Daley,2641,2,2.2687651336960157,1.4314405122301723,3.3520654370433567
Kévin Santos,4574,3,1.8830412053200343,1.915849781264623,3.2969679451541634
O. León,3231,2,0.475747286328406,0.2278425364477746,3.2539389356160453
B. Fisk,5765,6,4.873451709686237,-0.39642282893687675,3.204896802200743
D. Zanatta,2700,2,2.779313755759022,0.7493973074665008,3.0189825750111154
M. Kourouma,617,1,1.9124744505617632,1.3043102157831046,2.9909420806814255
M. Paolucci,1139,1,2.3599932579900105,-0.3450590875475581,2.982461607527753
J. Ruby,2656,3,0.0704753386023821,2.4726077901113617,2.9252442164055674
K. Twardek,3780,2,5.742194827448221,1.9436044790554095,2.8146348223050874
S. Young,9337,6,0.5777013769196142,1.8324211682406453,2.811319322912838
K. Williams,2606,2,10.777143040068015,-0.6329462834871812,2.805507473134805
R. Garcia,943,1,-0.3234642066862157,3.46459709491201,2.724414632166396
N. Langwa,1281,1,-1.3843161267371404,4.696342337938536,2.674980816110874
D. Northover,609,1,-2.051510622935288,-0.8670420890996892,2.6510510350131735
C. Haworth,2127,2,3.757192235101712,-0.6726377400249237,2.556780336494171
E. Cissé,4945,4,2.2173213007071517,1.6662883697622637,2.5299840390012958
J. Ulbricht,1010,1,2.762842237085819,-0.1604500511743081,2.420229480157269
E. Gazdov,4249,3,-0.19002319800693337,1.306230977850867,2.416418256934347
W. Timóteo,7063,4,1.1493363279328368,1.84071624587884,2.4163160463501527
J. Bahamboula,1164,1,2.4272915281069296,0.1355725987203808,2.3374566715752914
M. Gherasimencov,1672,1,4.7477221807153,1.8783994214129789,2.307266439952885
N. Jensen,4404,4,4.125241041565194,-1.2260474092817168,2.2797889887073617
A. Rampersad,2400,2,-0.5424273305418591,0.7096167616747702,2.2717946547208436
K. Kibato,2969,2,1.1192926359474236,1.5370037460285744,2.20833748948689
A. García,4592,4,2.2682739957545945,0.1097021179244278,2.170889598014707
H. Gorskie,2045,1,0.7778083583808563,0.9459433384709393,2.169032436557288
G. Facchineri,3665,2,-1.416477196249323,1.9216522453889013,2.1274733755858457
E. Fotsing,1267,1,0.2384157774558362,2.1294621861042855,2.1125020776412766
M. Campagna,2260,1,1.3728737081235132,3.1474002959162863,2.1123556555236394
K. Porter,2568,2,1.7855925781304192,0.5784979541553293,1.9344741420294131
B. Smith,2004,1,4.086652102587651,1.052012115452854,1.9040556252971808
T. Henry,10350,5,0.3222792454620657,3.132692248127209,1.8939780401872688
C. Watson,1147,1,1.5732655666752813,-0.9493932469452948,1.844922273770876
P. Sabak,2082,2,1.7389479968392727,0.3729493728244183,1.8004787765398815
M. Voytsekhovskyi,549,1,3.1136140305360605,-0.6148083139784956,1.695160322022681
D. Carreiro,1441,1,4.6070044629335225,0.0496006339102089,1.667774565022186
D. Fordyce,3747,2,-1.7733586065809273,2.110984722215497,1.6440963428224142
M. Shaw,6388,5,1.1149772114250307,1.0362285563334284,1.6439902272518416
A. Hojabrpour,11818,6,0.05534965933665252,1.3869149798241356,1.6265845220910509
J. Wilson,4365,2,-0.23456064812095975,1.624735444458532,1.5746524921899379
M. Tissot,4052,3,6.081838037174021,-0.6107966703979769,1.5618680935323233
M. Arnone,1146,1,-1.0548301789190184,-0.8497429645178057,1.498731349293389
Renan Garcia,3504,2,-0.7565581946763145,1.8809247033395546,1.4651190694330736
N. Mavila,4030,3,-0.3258772958018677,1.5436759737476118,1.4074213020770092
Eriks Santos,3455,2,-0.4610970948015094,0.525095831976449,1.3972920791079966
E. Kobza,2882,2,2.003318761943381,0.9474168033032054,1.3808823124278498
C. Irving,12976,6,-0.16723638391718265,0.954213415111348,1.372814169340387
R. Juhmi,701,1,-0.48858138491822833,1.25408853587051,1.3629425149343222
J. Murrell,1784,1,-2.243597296991335,2.008811049886863,1.3547800525771634
J. Heard,8293,5,-0.08549274318391849,1.2040646527141867,1.3419845168426494
D. Konincks,736,1,0.8352178108159415,-0.7809062269149285,1.3173147129239018
Oliver Minatel,1921,2,1.3114318509100433,0.24181488932875442,1.3148183934841737
L. MacNaughton,4764,3,2.831913304761709,-0.8401419056407227,1.311657226771436
N. Giantsopoulos,4781,4,1.013165141841225,0.9773078391541162,1.3070694276640555
D. Sacramento,1135,1,1.0170658175413816,0.2193146864273288,1.2960092674415646
L. Torres,475,1,-1.325008411409452,0.4642207944383293,1.282875636914937
R. Ferrazzo,3469,3,3.5244514231685997,0.8553697722671493,1.2741928300744039
Vitor Dias,1388,2,2.703221374281494,-0.339980780576188,1.2668752811530222
N. Pathé,937,1,7.396817578920707,-1.949144341235791,1.2561700256872674
B. Vliet,2135,2,1.616098196849431,-0.5928549699289254,1.2527462163661116
L. Cloutier,2265,1,-0.1155551318971714,0.0410275900610372,1.106270062415717
E. Adekugbe,7464,6,0.6710097301035172,0.6418680155732231,1.0888601058850969
J. Haynes,4194,4,-1.9791576698570277,2.410615222127265,1.0455676129940952
A. O'Connor,1468,1,-1.2115439000963883,2.97652717857941,1.0262751080106034
V. Neufville,785,1,-0.1375002696533353,0.2122624951217284,0.923526246997732
Gianni dos Santos,1923,2,1.3269245224451816,-0.04860095327947711,0.9060757111410053
B. McKendry,3325,2,-1.205411971274371,1.5499539358274008,0.8250249800111835
S. Jimoh,1514,2,0.37655325559196307,0.7703676218360623,0.8195115894750594
J. Dixon,4068,3,-2.5664362155649454,3.1159661196781197,0.7663083687106407
L. López,779,1,1.9425087323013048,-0.5748297463849582,0.7627564119168243
C. Smith,596,1,-2.834952294273634,0.6956797793657491,0.7621492836822636
T. Walker,2112,2,-1.566997786011464,0.35774632106528165,0.7265829557008057
T. Field,3270,3,-2.614824389876528,2.41922662226909,0.7124934712810959
C. Trafford,4473,3,-0.7886694032482303,1.388568329022431,0.6512058013811158
B. Kamdem,4934,3,1.4887096884126219,0.7218200174885,0.6469192881912101
Y. Toualy,1216,1,0.3922824874432817,0.6937740330341188,0.5741598937444728
V. Loturi,1745,1,-0.9276304294198268,1.182820394307904,0.566834569252411
K. Çela,1712,1,2.5765428342680607,-0.2591382700924053,0.5080821714880307
S. Gutiérrez,1117,2,1.108302941783266,-0.6456300854485323,0.49676541395318036
B. Soumaoro,2010,1,-1.4495764771487296,2.6746628642723476,0.4919439454555361
A. Coupland,513,1,0.5086708459175576,-0.4702025044713976,0.4838044544261172
M. Camara,2001,1,4.018408248373923,1.3921344766478578,0.4590631049116301
M. Owolabi-Belewu,4325,4,-1.2518829836505114,1.9729343600259541,0.4440081312901271
J. Koleilat,4140,2,-0.3189946858835415,1.430086694871037,0.4422394951923228
D. Campbell,4253,2,-1.836686232585555,2.2245877381724037,0.4000141321900832
S. Karajovanovic,1506,1,1.0265785126930091,-0.0807548359186085,0.3852114943603567
S. Cebara,4320,3,1.5772004716375458,-0.2671842080600692,0.3709938957173804
P. Gee,7507,4,1.0474140619230965,1.461340541228355,0.36844044912402435
C. Greco-Taylor,2249,2,-1.3436239993971764,1.6984893124222034,0.284370906928903
A. Selemani,518,1,0.3784196566902922,0.052441419657261,0.2834971820734259
M. Zajac,1073,1,0.915975316886848,-0.5312245784430969,0.265478223970152
M. Farsi,2868,2,5.296150884196837,1.6910909050214973,0.2577391072838149
D. Gutiérrez,9141,6,-1.4991750238581671,1.756660949180674,0.24435504443347614
W. Murofushi,1718,1,0.3063372499682165,0.8794132094009075,0.22732785050580023
M. Hernández,969,1,-0.4147649223871669,-0.8552240874573769,0.1933572167312885
N. Mekidèche,2177,3,1.6205209016516047,-1.1848856525799352,0.16258788058983364
J. Perruzza,563,1,-0.2669248224229109,0.0069550868528872,0.1606973998136202
D. Lee,678,1,-3.1992125860343745,2.205872677258915,0.1543913001861634
A. Jean-Baptiste,2951,4,1.1480054145205763,-1.4691016104546208,0.1478945886459422
C. Montgomery,4038,3,1.1336694083817511,-0.7695255025041053,0.11181690128415854
T. Shaw,807,1,-2.2483420311751727,1.5845847023986357,0.107267126203236
Diego Espejo,3939,2,-1.0900763970063287,-0.014115384673378572,0.10654115156854489
S. Mlah,1856,2,-0.15379170538819412,-0.0727066734558511,0.10632961366675558
J. Navarro,1053,1,1.9271594314799563,-0.1603611873728124,0.0483484374776661
M. Piepgrass,974,1,-0.383336046381853,0.049709023277861,0.0013526406170732
Allan Enyou,3833,2,-2.740565500933058,2.0612163660089946,-0.024397495247837797
Kwak Min-jae,1312,1,-2.5688565279163083,2.9358665608925216,-0.0292263249860026
P. Schaale,5406,4,1.6775838788301092,-0.01280965321349221,-0.04656554423499449
I. Pavela,630,1,-0.47585861417738895,0.2401305199868341,-0.0657559876181151
D. Beckie,3199,2,0.8650067247140169,-0.22039328440785055,-0.0927085903880402
Xavier Venâncio,811,1,-1.1530534302652489,1.0040962081106153,-0.1230055707165456
K. Ouimette,2192,1,-2.660100891489663,2.181745060742638,-0.1306232305608786
Soria,4753,3,-0.5988132682353722,0.3994090845028681,-0.13766798578292844
A. Baquero,5799,3,-0.017750066174074063,2.6631870480631123,-0.14189875319916076
A. Binate,1186,1,-0.8459944232778713,1.2751556259893415,-0.2024595573716525
O. Botello,3485,2,-2.181211207923878,2.1418708122210144,-0.2606765351029687
D. Powley,2880,2,-0.13456588525774582,0.1344353587337226,-0.35176292177199864
J. Brown,2054,2,-0.3107587270849344,0.2896944368272963,-0.3711779813916231
L. Gasparotto,3150,2,1.0811229544615077,0.0907867965961849,-0.3714905602071
L. Lawrie-Lattanzio,562,1,-1.1972014473490231,0.6897046688248439,-0.3807594446074486
R. Kratt,858,1,-0.1301207431301459,0.2294326180453066,-0.3937318510423702
S. Thomas,1894,1,-0.0152984093563096,0.8184486387604901,-0.4395880599089896
C. Mannella,959,1,-0.1535341091263502,-0.4445770877606682,-0.5625996314361706
C. Kalongo,1260,1,0.0032625885005068,-0.5707346313220023,-0.5668562870871426
A. Riggi,2001,3,-2.1916463791281515,0.04454683775634974,-0.5677865610345554
J. Pantemis,630,1,-0.0687338951164993,-0.6775468403605299,-0.5829832255884765
D. Daniels,1936,2,-1.3576086388325925,0.9265792636775081,-0.6118915781804574
J. Grant,3213,3,0.3360193521454889,-0.6430700120197581,-0.6905890391092703
I. Bakare,1715,1,-2.7991922031804832,2.958880570966494,-0.6913869445163531
L. Singh,7814,4,-0.5882879219817108,-0.1816849514463316,-0.7085598414648101
C. Bayiha,2810,2,-0.5102050746363922,0.42291149694056246,-0.7329186427740377
T. Meilleur-Giguère,11676,6,2.4482175473660424,-0.7248795173015535,-0.7567669162439704
J. Alphonse,1954,2,-3.124305537748282,1.4889646283738764,-0.7716317209978061
S. Furlano,517,1,-0.1028009517082763,-1.2130828984478836,-0.7912813347760659
S. Shome,9560,5,-2.1898796860294536,1.4259949245620367,-0.8204718091055031
A. Samaké,5014,3,-1.205302165371049,0.03049855782729769,-0.8949079699016756
C. Toussaint,5899,4,-2.695223051187902,1.3533333652485946,-0.9600219598532959
M. Niba,1555,2,-1.2149259922732518,-0.622778067541951,-0.9616870263613182
N. Verhoeven,8155,5,-1.278637186561615,0.5323430198813294,-0.9688994296175647
M. Restrepo,1503,2,-2.6887638450753726,1.0473020218131908,-0.9694762555550328
B. Paton,1082,1,-0.514750307243538,-0.3991819640050523,-0.973505521459284
B. John,618,1,-1.1224560476146566,0.0838980901089298,-1.013478741225123
P. Lamothe,3804,3,-2.0283005223096517,0.6631648541045373,-1.0152572322635018
L. Accettola,567,1,-1.4973237837553028,0.1223057717990081,-1.0245717173375453
I. Iliadis,1549,2,-0.9881590322403951,-0.179764791693615,-1.024793729530033
A. Achinioti-Jönsson,15232,7,-1.9886594544036538,0.7758451930217214,-1.1002069727528914
F. Sturing,3457,2,-1.8298693662780183,1.5171878081576795,-1.111030937985579
Pedro Machado,1145,1,0.3017729965956864,-0.9119980842093452,-1.1314962174129637
E. Estevez,627,1,-0.0603754607092739,-1.129429067214835,-1.153101096116519
J. Dunn,1465,2,-2.126741859482794,0.06218459011325148,-1.1893888777959123
R. Reyes,1086,1,-1.8929407708262809,1.014358471904559,-1.2062632083938298
T. Powell,531,1,-1.702062220141847,0.1415051880968564,-1.2203174155861
L. Laing,1521,1,-2.315551030340402,0.42856436144522153,-1.2267302450319757
N. Ledgerwood,2644,2,-1.194902487241645,-0.016325910573317805,-1.2400369946511478
R. Ohin,3394,2,-2.16807277406661,1.2545498901928676,-1.2407396300827367
Nacho Zabal,630,1,-0.0687338951164993,-1.3654222942792158,-1.2708586795071624
K. Baskett,2610,3,0.13197423373477096,-1.374532402513362,-1.2981075789351577
Juan Batista,487,1,-2.3328476664416096,0.691772901775065,-1.3143750638455454
K. Sow,3083,2,-0.3585780214029892,-0.7873174253243835,-1.3160008018269276
A. De Carolis,1246,1,-0.9277307718295256,0.2146428549082419,-1.3246135915099515
K. Moses,970,1,-1.0196281926339406,-1.232583688057329,-1.3496261793240332
K. Habibullah,658,1,-0.5096334010161246,-0.418161740402012,-1.3655237353081107
A. Marshsall,2512,3,-1.9841001591096359,1.0427000841118519,-1.4464352563923775
G. Metusala,6744,4,-2.2404294344728664,0.27843991498878534,-1.4485654410753164
Y. Fillion,4770,2,-0.29632378453122615,0.5052704063160874,-1.4968359970319138
Matthew Baldisimo,6134,6,-4.004411525950223,0.8837307736405532,-1.5020104365327733
R. Romeo,8736,5,-1.0028799103755488,0.04991670126137709,-1.5493557147315677
G. Pianelli,1292,1,-0.7827002151290551,-1.6782361364875056,-1.5622104123150409
M. Eustáquio,533,1,-4.702548772360025,-0.8629214103940375,-1.5721643760871662
E. John,1435,1,-2.8943124395594233,0.7329027101439977,-1.6582031745534564
M. Duncan,1960,1,-3.352997430753348,2.2030885836433027,-1.685971309482996
T. Mourdoukoutas,5269,3,-2.386705451675608,0.46215445331610194,-1.6953646759363026
M. Haber,1211,2,-1.4645070747641273,-0.22252354889973258,-1.728367611242169
A. Novak,3376,3,-0.4973510450878641,-1.0136686146848437,-1.7291596941005751
L. Perea,1014,1,-1.3697411816331,-0.5971872921829,-1.7469729511839827
J. Hernández,652,1,-2.197592638097409,0.4681715591779363,-1.7542986651509231
Y. Le Bourhis,720,1,-2.7158754543322514,-0.1228295134427055,-1.8163035759814408
J. Coulanges,594,1,0.7785219937660982,-1.386880586112066,-1.8293905036766493
G. Mukumbilwa,4350,4,-2.570901652472288,0.8076793937915663,-1.8417067645023173
E. Zetterberg,465,1,-1.985119746750062,-0.1966472286762949,-1.8456527452867426
N. Higgins,4538,4,-1.0515542492435164,-0.3783204486150778,-1.8530766457763748
K. Thomas,542,1,-2.173282387240115,-0.1722406804554879,-1.891124885960744
J. Quintana,1199,1,-2.2805525053103057,3.76402657156748,-1.9133899752772108
B. Forbes,540,1,-0.9654134946285358,-0.7628607268600289,-1.920828097007815
S. Márquez,591,1,-1.3785725354863585,-0.4138726090063281,-1.931529581693364
Alberto Zapater,3440,3,-3.2273219881767266,0.8811005263150811,-1.9516007251689704
L. Browning-Lagerfeldt,1360,1,-2.4375909090017194,0.2356563151002054,-1.9637475061782832
M. Polisi,4716,3,-3.52801518565363,1.0275270090831206,-2.0012495581181797
J. Herdman,650,1,-1.713762702048712,-0.0862748500655343,-2.027749080087249
Rony Mbomio,623,1,-1.3652203660327142,-1.7655601109786674,-2.0345635149314543
J. Geffrard,1935,2,-1.8904772993499575,-0.8219966751716571,-2.0397434076576637
J. Assi,2532,2,-2.2530288686031095,0.6030936282524936,-2.0555226966544704
K. Manneh,920,1,-1.4936173784550115,-0.21305981321437603,-2.145719148963284
M. Hamilton,1905,2,0.5270647907523521,-0.25666870324999635,-2.156266070864147
Z. Bahous,2849,3,-2.107982136911293,0.4258314668872115,-2.186590312598145
D. Samuel,7945,6,-1.8651345193089088,-0.5108684730701923,-2.1955209880532944
C. Bent,2687,3,-2.1757355076145926,0.07663945980788435,-2.199577549529737
O. Rommens,1043,1,-2.904878961371033,-0.084106006593355,-2.2001651918230487
M. Essoussi,836,1,-3.7090313396412258,1.137546710751663,-2.2230284167063665
J. Martínez,1890,1,-0.8229104901938373,-0.0329399612956356,-2.227453773286777
C. Nanco,2309,2,-1.5620528756497942,-0.5106112777824472,-2.3322808208266297
N. Abatneh,4494,3,-0.6372507754928319,-2.116569341760431,-2.3788390400812025
J. Hamilton,1302,2,-1.12463360247098,-0.8806636131446612,-2.384197164205411
J. Sirois,3870,2,0.13994540520831236,-2.2533881366120667,-2.4330314395022423
H. Starostzik,1161,1,-0.536613552069579,-1.3780614080031994,-2.4885770537429193
K. Poku,2518,2,-3.4975077760367665,0.33689955004539696,-2.512703154933579
A. White,1500,1,-1.52769544790894,-0.6985812093866595,-2.540893512624436
M. Kacher,870,1,-3.266748461868953,0.1602868958618532,-2.609547264521169
M. Baldisimo,756,1,-2.6939962637869894,0.47769538470972334,-2.6502147520169834
C. Chantzopoulos,1019,1,-2.92466206113478,0.7350472233802882,-2.710153823660291
D. Edgar,1734,2,-0.33412375495677593,-1.6059058822365355,-2.7144056326051755
T. Mohammed,797,1,-1.7782544909612916,-0.1729079533811891,-2.7467778108772785
R. Thompson,4167,5,-2.1499674315207353,-1.3873097156605174,-2.776128781542657
T. Collomb,586,1,-2.095651610552857,-0.662719150695329,-2.813237622297732
S. Keshavarz,782,1,-3.536708563440992,0.6703313331411579,-2.8287411650401464
M. Omar,2564,2,-3.6854952229012596,0.4660722655701834,-2.8385815572012167
Anthony Mikhael,562,1,-2.5387699676595603,-1.139447965454349,-2.863935329730064
