playerName,playerId,season,team,role,TotalShrunk,PercentileRank,ScoreDelta,PrevSeasonScore,AttackShrunk,DefenseShrunk,Minutes,Eligible,G_per_game,A_per_game,SOT_per_game,KP_per_game,Tackles_pg,PassPct,SavePct,GAA
José Galán,cpl::Football_Player::3f6a675727214bcc96972b28a2e3dbf8,2019,Valour,midfielder,-2.9353438967897225,32.4,,,-4.086948680413535,0.2200843618664267,901,True,0.0,0.0,0.0769230769230769,0.0,1.2307692307692308,82.0,0.0,2.1
D. Choinière,cpl::Football_Player::04cd976c461148d79ab8cafc0bf69c62,2019,Forge,forward,-0.29643540772923954,32.0,,,0.06708969439323871,-0.09098169987639443,998,True,0.1111111111111111,0.1111111111111111,0.4444444444444444,0.1111111111111111,0.7777777777777778,82.0,0.0,1.17
K. Moses,cpl::Football_Player::b81cbecf6fd24278954a45cb13e12632,2019,Edmonton,defender,-1.3496261793240325,31.6,,,-1.0196281926339406,-1.2325836880573295,970,True,0.0,0.0,0.0666666666666666,0.0,0.9333333333333333,76.0,0.0,1.21
N. Ingham,cpl::Football_Player::364352c812a14e868234e4883c9bd4e0,2019,Atlético,goalkeeper,-2.4048587310245595,30.0,,,0.3735379238868054,-2.800262329208935,2340,True,0.0,0.0,0.0,0.0,0.0,72.0,0.0,1.31
J. Gutiérrez,cpl::Football_Player::847957cccc8242d3b03dd683f45f083f,2019,Wanderers,midfielder,-3.0625719981689827,29.4,,,-1.0665154970021657,-0.6829688470250403,1240,True,0.1052631578947368,0.0,0.2631578947368421,0.0,0.7894736842105263,78.0,0.0,1.09
Y. Le Bourhis,cpl::Football_Player::fd03514f423c4cf7b7ff6fc6b9d2536d,2019,Valour,defender,-1.8163035759814403,28.9,,,-2.7158754543322514,-0.12282951344270548,720,True,0.0,0.0,0.125,0.0,1.375,67.0,0.0,2.5
C. Nanco,cpl::Football_Player::55dd391822fa4ee9a317707f26e1ddc9,2019,Forge,forward,-1.450391435817135,28.0,,,-0.6935103489206628,-0.28762437698043536,1496,True,0.1538461538461538,0.0769230769230769,0.4615384615384615,0.0769230769230769,0.34615384615384615,73.0,0.0,0.9
Matthew Baldisimo,cpl::Football_Player::82ff8e880ba54f74a34fe1f8165f3b46,2019,York,midfielder,-3.2713253540229097,26.5,,,-6.06145120394692,1.3106482151469196,1809,True,0.0,0.0,0.0909090909090909,0.0,1.2727272727272727,85.0,0.0,1.59
H. Starostzik,cpl::Football_Player::b4a511eace5b4ce18a0944a6b52b4827,2019,Pacific,defender,-2.488577053742919,26.3,,,-0.536613552069579,-1.3780614080031992,1161,True,0.0666666666666666,0.0,0.1333333333333333,0.0,0.7333333333333333,87.0,0.0,1.63
L. Perea,cpl::Football_Player::ee8bab3f6a2e4ca6a0f2d7fb78444601,2019,Wanderers,forward,-1.746972951183982,24.0,,,-1.3697411816331,-0.5971872921829,1014,True,0.2,0.0666666666666666,0.7333333333333333,0.0666666666666666,0.4,75.0,0.0,1.51
C. N'Sa,cpl::Football_Player::1ada73d8bf034890ab66cfbd681d0f7c,2019,Wanderers,defender,-2.729753270678678,23.7,,,-2.671575145191168,-0.35964857828030616,1217,True,0.0,0.0,0.0555555555555555,0.0,1.0,75.0,0.0,1.41
Son Yong-Chan,cpl::Football_Player::dd4f4492d8c24742a0221478a33737d8,2019,Edmonton,midfielder,-3.3364016212158045,23.5,,,-3.6394765830302567,-0.24161447325395727,952,True,0.0,0.0714285714285714,0.0714285714285714,0.0714285714285714,1.3571428571428572,76.0,0.0,1.04
A. Mitter,cpl::Football_Player::01179385d09040b79164226957eb778f,2019,Valour,defender,-3.0135627929679094,21.1,,,-3.940122673511166,-0.6076528917042282,1513,True,0.0,0.0,0.0,0.0,0.65,84.0,0.0,2.02
B. Zebie,cpl::Football_Player::3b2542a004d146b1bf7e3ef7f0ec811f,2019,Edmonton,midfielder,-3.4667608753332395,20.6,,,-2.870671243572054,0.7250414677936234,1767,True,0.0434782608695652,0.0,0.2608695652173913,0.0,1.2608695652173914,83.0,0.0,1.12
J. Hernández,cpl::Football_Player::32ac22e018504c2f98dc4d3c64e42803,2019,Scottish,forward,-1.7542986651509234,20.0,,,-2.197592638097409,0.46817155917793635,652,True,0.0526315789473684,0.1052631578947368,0.3684210526315789,0.1052631578947368,0.8947368421052632,78.0,0.0,1.52
T. Farago,cpl::Football_Player::1eb98b2bea804d4d8d782dc585fc4124,2019,Valour,goalkeeper,-3.871349793503235,20.0,,,-0.07441597326733021,-3.8167971434073236,1440,True,0.0,0.0,0.0,0.0,0.0,57.0,0.0,1.88
D. Edgar,cpl::Football_Player::4d80c00c2a1f41918fca2b04e26b6034,2019,Ottawa Fury,defender,-3.4266180928690058,18.4,,,0.18662752127456442,-3.1634999028593493,834,True,0.0909090909090909,0.0,0.1818181818181818,0.0,0.5454545454545454,84.0,0.0,0.54
A. Hojabrpour,cpl::Football_Player::6a778700603244eeabcce04c59c6ccc0,2019,Forge,midfielder,-3.584744632076815,17.6,,,-5.740539760866408,2.295474086932903,1731,True,0.0,0.0,0.0909090909090909,0.0,1.7272727272727273,86.0,0.0,1.61
K. Thomas,cpl::Football_Player::4feb899db58341fb9d242a518bac60ad,2019,Forge,forward,-1.8911248859607441,16.0,,,-2.173282387240115,-0.17224068045548788,542,True,0.2,0.0666666666666666,0.4666666666666667,0.0666666666666666,0.8666666666666667,75.0,0.0,0.66
R. Thompson,cpl::Football_Player::ebfeb9e972964148846658f57142a247,2019,York,defender,-4.65676458952643,15.8,,,-2.808888556185576,-2.956260236580293,802,True,0.0,0.0,0.0,0.0,0.5,85.0,0.0,1.01
G. Frano,cpl::Football_Player::8a1540634bea4bb2ab53a066c4d95f14,2019,Forge,midfielder,-4.237729495439927,14.7,,,-5.792202507742756,1.61569762250543,1964,True,0.0384615384615384,0.0,0.0769230769230769,0.0,1.5384615384615385,79.0,0.0,0.92
M. Hamilton,cpl::Football_Player::e7267f506fe9420b8f1529ab912d5a08,2019,Cavalry,defender,-4.780506401244879,13.2,,,0.2430657627794206,-0.8643493387400839,1275,True,0.0,0.1111111111111111,0.0555555555555555,0.1111111111111111,1.0555555555555556,85.0,0.0,0.85
J. Brown,cpl::Football_Player::2a0dc42d1dba4748a99b39aa920f7497,2019,Cavalry,forward,-2.4626465799334496,12.0,,,-2.436455713772668,0.3447500785912581,1397,True,0.16,0.04,0.52,0.04,0.6,77.0,0.0,0.52
N. Galvis,cpl::Football_Player::d3094fbcd4f4424d9d3311ab5dd5dc24,2019,Valour,midfielder,-5.820987764965983,11.8,,,-5.067521541544885,-1.241548564102485,488,True,0.0,0.0,0.0,0.0,0.18181818181818182,76.0,0.0,1.48
J. Esua,cpl::Football_Player::a766cd1734d84307a9ace241b64d8ed2,2019,Edmonton,defender,-5.137249101442131,10.5,,,0.14079358017975274,-0.6514117827191436,1799,True,0.0,0.0952380952380952,0.0476190476190476,0.0952380952380952,0.9047619047619048,75.0,0.0,1.0
N. Wirth,cpl::Football_Player::0665c6ea0ce84bd49b9ebba2cf80c8e2,2019,Pacific,goalkeeper,-4.06497453667698,10.0,,,-0.29893893732192256,-3.7844383840579887,1080,True,0.0,0.0,0.0,0.0,0.0,65.0,0.0,2.0
