match_id,season,date,team,playerName,expected_minutes,source
2022_2022-04-23_Forge_vs_Edmonton,2022,2022-04-23T20:00:00Z,Edmonton,S. Shome,90.0,calculated
2022_2022-04-23_Forge_vs_Edmonton,2022,2022-04-23T20:00:00Z,Edmonton,T. Timoteo,90.0,calculated
2022_2022-04-23_Forge_vs_Edmonton,2022,2022-04-23T20:00:00Z,Forge,A. Achinioti-Jönsson,90.0,calculated
2022_2022-04-23_Forge_vs_Edmonton,2022,2022-04-23T20:00:00Z,Forge,T. Henry,90.0,calculated
2022_2022-04-23_Forge_vs_Edmonton,2022,2022-04-23T20:00:00Z,Forge,A. Hojabrpour,90.0,calculated
2022_2022-04-23_Forge_vs_Edmonton,2022,2022-04-23T20:00:00Z,Forge,K. Bekker,90.0,calculated
2022_2022-04-23_Forge_vs_Edmonton,2022,2022-04-23T20:00:00Z,Forge,T. Borges,90.0,calculated
2022_2022-04-23_Forge_vs_Edmonton,2022,2022-04-23T20:00:00Z,Forge,D. Choinière,90.0,calculated
2022_2022-04-23_Forge_vs_Edmonton,2022,2022-04-23T20:00:00Z,Forge,R. Rama,90.0,calculated
2022_2022-04-23_Forge_vs_Edmonton,2022,2022-04-23T20:00:00Z,Forge,G. Metusala,90.0,calculated
2022_2022-04-23_Forge_vs_Edmonton,2022,2022-04-23T20:00:00Z,Forge,B. Wright,90.0,calculated
2022_2022-04-23_Forge_vs_Edmonton,2022,2022-04-23T20:00:00Z,Forge,M. Owolabi-Belewu,90.0,calculated
